,序号,月份,GPS样点,样品号,铝（Al3961）,砷（As1890）,硼（B2089）,硼（B2496）,硼（B2497）,钡（Ba4934）,铍（Be2348）,钙（Ca3179）,镉（Cd2265）,铂（Co2286）,铂（Co2378）,铬（Cr2835）,铜（Cu3273）,铁（Fe2382）,铁（Fe2395）,铁（Hg2599）,汞（Hg1849）,汞（Hg1942）,钾（K7664）,钾（K7698）,镁（Mg2795）,镁（Mg2802）,镁（Mg2852）,锰（Mn2605）,钼（Mo2045）,钠（Na5895）,镍（Ni2316）,磷（P1774）,磷（P1782）,铅（Pb1822）,硒（Se1960）,硅（Si2124）,硅（Si2516）,硅（Si2881）,锡（Sn2429）,锡（Sn2839）,锶（Sr2152）,锶（Sr2165）,锶（Sr3464硅）,钛（Ti3234）,钛（Ti3361）,钒（V2924）,锌（Zn2062）
275,276,8,2W15-4,st8-100,-0.1345,-0.0048,-0.0012,-0.001,-0.0097,0.0082,0.0005,0.689,-0.0002,0.0,0.0044,-0.1595,-0.0046,-0.3919,-0.395,-0.38,-0.006,-0.0305,0.465,0.5452,0.2967,0.3403,0.153,-0.0003,0.0019,0.0847,0.001,0.0031,0.0286,-0.0262,-0.0046,1.273,1.479,0.7153,0.004,-0.0265,0.0229,0.0378,0.0242,-0.0032,0.0024,-0.0007,-0.0019
276,277,8,2W15-5,st8-101,-0.2166,-0.004,-0.0013,-0.0008,-0.0103,0.007,0.0005,0.4287,-0.0001,-0.0001,0.0037,-0.1596,-0.0072,-0.4793,-0.4759,-0.4723,-0.0062,-0.03,0.4291,0.5044,0.2427,0.2774,0.1272,-0.0016,0.0028,0.0845,-0.0002,0.0061,0.0191,-0.0269,-0.0053,0.1913,0.2315,0.0923,-0.003,-0.0251,0.015,0.0256,0.0174,-0.0053,-0.001,-0.0015,-0.0034
277,278,8,2W15-6,st8-102,-0.1409,-0.0049,-0.0002,0.0,-0.0091,0.0081,0.0005,0.5679,-0.0001,-0.0001,0.0042,-0.1582,-0.0032,-0.3907,-0.3935,-0.3783,-0.0061,-0.0303,0.4935,0.5815,^ *****,^ *****,0.1386,0.0003,0.0026,0.0905,0.0056,0.0089,0.04,-0.0299,-0.0047,1.255,1.496,0.7381,0.0059,-0.0267,0.019,0.032,0.0213,-0.003,0.0026,-0.0009,0.0022
278,279,8,2W15-7,st8-103,-0.2124,-0.0052,0.0026,0.003,-0.0089,0.0073,0.0005,0.4712,-0.0002,-0.0002,0.0042,-0.1593,-0.0065,-0.4673,-0.465,-0.4597,-0.0061,-0.0307,0.4554,0.5368,^ *****,^ *****,0.1136,-0.0008,0.0027,0.0462,0.0012,0.0173,0.086,-0.0263,-0.0053,1.011,1.189,0.5609,-0.0035,-0.0268,0.0125,0.0217,0.0141,-0.0054,-0.001,-0.0012,-0.0019
279,280,8,2W15-8,st8-104,-0.2168,-0.0049,-0.0019,-0.001,-0.0105,0.0076,0.0005,0.579,-0.0002,-0.0001,0.0039,-0.1597,-0.0074,-0.4668,-0.4645,-0.4594,-0.0063,-0.0318,0.2499,0.2944,0.2894,0.3326,0.1496,-0.0014,0.0028,0.0742,-0.0023,-0.0014,0.0119,-0.0278,-0.004,1.099,1.287,0.6121,-0.0082,-0.0262,0.0224,0.037,0.0236,-0.0054,-0.001,-0.001,0.0028
280,281,8,2W15-9,st8-105,-0.2162,-0.0044,-0.0025,-0.0024,-0.0109,0.0076,0.0005,0.6126,-0.0002,-0.0002,0.0041,-0.1598,-0.0071,-0.464,-0.462,-0.4565,-0.0061,-0.0305,0.2414,0.2859,0.2999,0.3445,0.153,-0.0014,0.0024,0.0765,-0.0022,-0.0025,0.0106,-0.0298,-0.0045,1.142,1.319,0.6207,-0.0051,-0.0264,0.0238,0.0389,0.0251,-0.0055,-0.001,-0.0012,-0.0051
281,282,8,2W16-1,st8-106,-0.2081,-0.0022,-0.0039,-0.0033,-0.011,0.0081,0.0005,0.6215,-0.0002,0.0,0.0042,-0.1598,-0.0056,-0.4654,-0.4629,-0.4577,-0.0062,-0.0308,0.2709,0.3237,0.1595,0.1865,0.0813,0.0017,0.0037,0.0637,-0.0022,0.0015,0.0324,-0.0273,-0.0042,0.1289,0.1529,0.0501,-0.0024,-0.0268,0.0259,0.0427,0.0274,-0.0055,-0.0013,-0.0005,-0.0018
282,283,8,2W16-1-1,st8-107,-0.2166,-0.0047,-0.0036,-0.0032,-0.011,0.0126,0.0005,1.564,-0.0001,-0.0001,0.0036,-0.159,-0.0077,-0.4672,-0.4648,-0.4596,-0.006,-0.0304,0.3612,0.4232,0.6527,0.7419,0.3354,-0.0013,0.0027,0.119,0.0004,0.0017,0.0135,-0.0308,-0.0046,1.222,1.426,0.6893,-0.0055,-0.0271,0.0635,0.1025,0.066,-0.0054,-0.001,-0.001,-0.0041
283,284,8,2W16-2,st8-108,-0.2131,-0.0035,-0.0045,-0.0043,-0.0114,0.0075,0.0005,0.728,-0.0002,0.0001,0.0042,-0.1599,-0.0063,-0.464,-0.4616,-0.4564,-0.0059,-0.0301,0.2148,0.2583,0.2065,0.2379,0.1074,0.0006,0.0038,0.0503,-0.0027,0.0105,0.0215,-0.0278,-0.0046,0.0268,0.0341,-0.0075,-0.0057,-0.0266,0.026,0.0428,0.0289,-0.0055,-0.0012,-0.0013,0.0002
284,285,8,2W16-2-1,st8-109,-0.2163,-0.0045,-0.0036,-0.0031,-0.0111,0.0132,0.0005,1.622,-0.0001,-0.0001,0.0043,-0.1592,-0.0076,-0.4651,-0.463,-0.4574,-0.0061,-0.0298,0.3475,0.411,0.6706,0.7619,0.3469,-0.0012,0.0025,0.1212,-0.0034,-0.0022,0.0183,-0.028,-0.0043,1.238,1.476,0.7225,-0.0086,-0.0263,0.0653,0.1059,0.0697,-0.0054,-0.001,-0.0009,-0.0052
285,286,8,2W16-3,st8-110,-0.2119,-0.004,-0.0032,-0.0027,-0.0108,0.0101,0.0005,1.422,-0.0002,0.0,0.0042,-0.1593,-0.0061,-0.4731,-0.4702,-0.4658,-0.0057,-0.0308,0.1346,0.1642,0.3679,0.4235,0.1883,-0.0001,0.0027,0.0564,-0.0046,0.0013,0.0162,-0.027,-0.005,0.4963,0.574,0.2556,0.0,-0.0265,0.0417,0.0682,0.0437,-0.0054,-0.001,-0.001,-0.0025
286,287,8,2W16-3-1,st8-111,-0.2183,-0.0047,-0.0032,-0.0029,-0.0111,0.0126,0.0005,1.486,0.0,-0.0002,0.0037,-0.1591,-0.007,-0.4739,-0.4711,-0.467,-0.0063,-0.0308,0.344,0.4062,0.6127,0.7022,0.3133,-0.0014,0.0027,0.1168,-0.0003,0.0044,0.0146,-0.0258,-0.0043,1.205,1.39,0.6537,-0.0116,-0.0262,0.0629,0.1013,0.0648,-0.0055,-0.0011,-0.0009,-0.0039
287,288,8,2W16-6,st8-112,-0.2173,-0.0046,-0.0037,-0.0033,-0.0109,0.0108,0.0005,0.8458,-0.0002,-0.0001,0.0044,-0.1578,-0.0045,-0.4606,-0.4587,-0.4527,-0.0059,-0.0302,0.5586,0.6685,0.3699,0.4233,0.1909,-0.0014,0.0038,0.0634,0.0294,0.004,0.0202,-0.028,-0.0037,0.0734,0.09,0.0204,0.0009,-0.0255,0.0378,0.0621,0.0409,-0.0054,-0.0011,-0.0015,-0.0024
288,289,8,2W17-1,st8-113,-0.1299,-0.0041,0.007,0.0075,-0.006,0.0092,0.0005,0.4615,0.0,0.0,0.0037,-0.1592,-0.0064,-0.371,-0.3751,-0.3574,-0.0063,-0.0301,0.9752,1.167,0.2445,0.2807,0.1268,0.0005,0.0032,0.0638,0.0006,0.0063,0.0336,-0.0289,-0.004,0.9204,1.08,0.5112,0.0086,-0.0269,0.0153,0.0258,0.0173,-0.0039,0.0014,-0.0011,-0.0024
289,290,8,2W17-2,st8-114,-0.116,-0.0041,-0.0028,-0.0024,-0.0097,0.0091,0.0005,0.4211,-0.0001,0.0,0.0043,-0.1591,-0.0061,-0.3608,-0.3661,-0.3469,-0.0063,-0.0294,0.6207,0.7386,0.2105,0.2432,0.1091,0.0004,0.0022,0.0541,0.0275,0.0007,0.0263,-0.0286,-0.0049,0.9625,1.133,0.5435,0.0135,-0.0261,0.0138,0.0235,0.0154,-0.0036,0.0018,-0.0011,0.0005
290,291,8,2W17-3,st8-115,-0.0872,-0.0049,-0.0041,-0.0033,-0.01,0.0092,0.0005,0.3785,-0.0002,0.0,0.0041,-0.1592,-0.0067,-0.3393,-0.3451,-0.3235,-0.006,-0.0288,0.5729,0.6899,^ *****,^ *****,0.1071,0.0,0.0032,0.0509,-0.0022,-0.0011,0.0343,-0.0267,-0.0048,0.9964,1.203,0.5867,0.0084,-0.0269,0.012,0.021,0.0142,-0.003,0.0028,-0.0004,-0.0036
291,292,8,2W17-8,st8-116,-0.2162,-0.0053,0.0048,0.0048,-0.008,0.0099,0.0005,0.5786,-0.0001,0.0,0.0038,-0.1599,-0.0067,-0.4804,-0.4772,-0.4737,-0.0063,-0.0315,1.999,2.37,0.4429,0.5081,0.224,-0.0016,0.0031,0.1572,0.0017,-0.0028,0.0235,-0.0287,-0.005,0.0924,0.1097,0.0278,-0.0068,-0.0263,0.0236,0.0388,0.025,-0.0054,-0.0011,-0.0012,-0.0039
292,293,8,2W18-1,st8-117,-0.2136,-0.0043,0.0081,0.0081,-0.0071,0.0084,0.0005,0.6171,-0.0001,-0.0001,0.0042,-0.1596,-0.0064,-0.4808,-0.4775,-0.4743,-0.0061,-0.0317,0.5773,0.6772,1.061,1.222,0.5357,-0.0016,0.0029,0.2344,0.0044,-0.001,0.0092,-0.0291,-0.0042,0.27,0.3062,0.1192,-0.0082,-0.0282,0.0385,0.0629,0.0393,-0.0055,-0.0011,-0.0011,-0.0033
293,294,8,2W18-2,st8-118,-0.1844,-0.0043,0.0015,0.0018,-0.0087,0.0119,0.0005,1.415,-0.0001,-0.0001,0.0043,-0.1583,-0.0066,-0.4343,-0.4349,-0.4255,-0.0063,-0.0314,0.3848,0.4574,0.8115,0.9329,0.4107,-0.0013,0.0021,0.1498,-0.0023,-0.0027,0.0145,-0.0286,-0.0052,2.213,2.612,1.283,-0.0029,-0.0268,0.0747,0.1209,0.0768,-0.0034,0.0025,-0.0006,-0.0054
294,295,8,2W18-3,st8-119,-0.2085,-0.0043,-0.0017,-0.0013,-0.0104,0.0104,0.0005,1.324,-0.0002,-0.0002,0.0044,-0.1592,-0.0066,-0.467,-0.4644,-0.4597,-0.0062,-0.0307,0.3242,0.3877,0.6532,0.746,0.3343,-0.0015,0.003,0.125,-0.0025,-0.0058,0.0169,-0.0264,-0.0043,1.684,1.99,0.9843,-0.0068,-0.0267,0.0592,0.0957,0.0613,-0.005,-0.0006,-0.0009,-0.0046
295,296,8,2W18-4,st8-120,-0.2163,-0.0045,0.2471,0.2501,0.0841,0.0088,0.0004,0.5254,-0.0002,-0.0001,0.0042,-0.1594,-0.0063,-0.4778,-0.4744,-0.471,-0.0061,-0.0301,0.8436,0.9957,^ *****,^ *****,0.479,-0.0014,0.0032,0.3315,0.0006,-0.0023,0.0161,-0.0275,-0.0035,0.1907,0.2295,0.091,-0.0023,-0.0266,0.0272,0.0453,0.0296,-0.0054,-0.0012,-0.0011,-0.0045
296,297,8,2W18-5,st8-121,-0.2186,-0.0046,0.1428,0.147,0.0446,0.0083,0.0005,0.37,-0.0002,-0.0001,0.0043,-0.1599,-0.007,-0.4824,-0.4788,-0.476,-0.0062,-0.031,0.5237,0.6236,0.6153,0.7017,0.3155,-0.0016,0.0026,0.2116,-0.0004,0.0064,0.0112,-0.0304,-0.0054,0.1532,0.1829,0.0665,-0.0074,-0.0266,0.0223,0.0371,0.0245,-0.0056,-0.0013,-0.0011,-0.0039
297,298,8,2W18-6,st8-122,-0.2093,-0.0039,0.0915,0.091,0.0242,0.0161,0.0005,1.457,-0.0002,-0.0001,0.0042,-0.1595,-0.0066,-0.4284,-0.4293,-0.4193,-0.0058,-0.0307,0.3634,0.4329,^ *****,^ *****,0.2549,-0.0013,0.0027,0.1515,-0.0032,-0.0015,0.0128,-0.0282,-0.0046,1.016,1.172,0.5478,0.0017,-0.0262,0.0617,0.0997,0.0634,-0.0052,-0.0007,-0.0011,-0.0045
298,299,8,2W18-7,st8-123,-0.0239,-0.0046,-0.0018,-0.0014,-0.0094,0.0088,0.0005,0.3315,0.0,0.0,0.004,-0.1594,-0.0066,-0.342,-0.3499,-0.3285,-0.0061,-0.0301,0.3739,0.4504,0.133,0.1564,0.0663,0.0009,0.0017,0.0262,0.0003,0.002,0.0265,-0.0252,-0.005,0.7503,0.874,0.3967,0.0088,-0.0274,0.0037,0.0078,0.0056,-0.0028,0.0034,-0.0004,0.0001
299,300,8,2W18-8,st8-124,0.3854,-0.0035,0.0025,0.0019,-0.0061,0.0119,0.0006,0.298,0.0,0.0001,0.0045,-0.1585,-0.0051,-0.1154,-0.1416,-0.0784,-0.0063,-0.0321,0.5942,0.7094,^ *****,^ *****,0.1132,0.0014,0.0031,0.0374,0.0014,0.0099,0.0616,-0.0229,-0.0055,2.321,2.762,1.371,0.0465,-0.0272,0.0118,0.0203,0.0132,0.0039,0.0144,0.0012,-0.0016
300,301,8,2W18-9,st8-125,0.9926,-0.0043,0.022,0.0243,0.0044,0.0159,0.0006,0.4699,0.0001,0.0004,0.0047,-0.1587,-0.0022,0.1827,0.1447,0.2527,-0.0062,-0.0317,1.045,1.226,^ *****,^ *****,0.1921,0.0035,0.0027,0.0967,0.0078,0.0105,0.0678,-0.023,-0.005,4.083,5.126,2.65,0.0801,-0.0269,0.0147,0.0255,0.0176,0.0101,0.0246,0.0029,0.0038
301,302,8,2W22-1,st8-126,-0.2174,-0.0004,0.0662,0.0899,0.0232,0.0302,0.0005,^ *****,-0.0002,0.0,0.0036,-0.1595,-0.0018,-0.4643,-0.4624,-0.457,-0.0057,-0.0376,1.368,1.531,11.72,15.24,^ *****,-0.001,0.0051,0.9711,0.0187,0.0067,0.0322,-0.0289,-0.0044,1.892,2.817,1.433,-0.0087,-0.0296,0.3425,0.55,0.4567,-0.0055,-0.0004,-0.0003,-0.0046
302,303,8,2W22-4,st8-127,-0.1017,-0.0027,0.1226,0.146,0.0462,0.0604,0.0005,^ *****,-0.0001,0.0001,0.0042,-0.1583,0.0028,-0.2748,-0.2864,-0.2538,-0.0059,-0.0377,4.269,5.05,^ *****,^ *****,^ *****,0.0023,0.012,^ *****,0.0672,-0.0056,0.0367,-0.0233,-0.0041,1.683,2.238,1.124,0.0204,-0.0283,0.4317,0.6939,0.5304,-0.0015,0.0062,-0.0003,-0.0028
303,304,8,2W22-7,st8-128,-0.2228,-0.0026,0.0499,0.0644,0.0136,0.0235,0.0005,^ *****,-0.0003,-0.0002,0.0038,-0.1592,-0.0054,-0.4857,-0.4818,-0.4791,-0.0059,-0.0394,1.764,1.996,6.633,8.703,^ *****,-0.0015,0.0046,^ *****,0.0109,0.0005,-0.0007,-0.0299,-0.0048,2.113,2.996,1.5,-0.0049,-0.0281,0.2114,0.3404,0.2555,-0.0056,-0.001,-0.0007,-0.0047
