,序号,月份,GPS样点,样品号,铝（Al3961）,砷（As1890）,硼（B2089）,硼（B2496）,硼（B2497）,钡（Ba4934）,铍（Be2348）,钙（Ca3179）,镉（Cd2265）,铂（Co2286）,铂（Co2378）,铬（Cr2835）,铜（Cu3273）,铁（Fe2382）,铁（Fe2395）,汞（Hg1849）,汞（Hg1942）,钾（K7664）,钾（K7698）,镁（Mg2795）,镁（Mg2802）,镁（Mg2852）,锰（Mn2605）,钼（Mo2045）,钠（Na5895）,镍（Ni2316）,磷（P1774）,磷（P1782）,铅（Pb1822）,硒（Se1960）,硅（Si2124）,硅（Si2516）,硅（Si2881）,锡（Sn2429）,锡（Sn2839）,锶（Sr2152）,锶（Sr2165）,锶（Sr3464硅）,钛（Ti3234）,钛（Ti3361）,钒（V2924）,锌（Zn2062）,汞（Hg2599）
299,300,8,2S19-3,tr8-143,57.46,0.1022,0.1507,^ *****,0.9607,0.8106,0.0099,13.05,0.0334,0.1022,0.3163,-0.0042,0.142,68.55,23.43,28.93,-0.0061,-0.0493,^ *****,27.44,15.71,18.83,10.39,0.7952,0.024,0.1768,0.5725,1.614,12.09,1.565,-0.0319,0.6537,0.5109,0.1879,14.02,-0.0183,0.6822,0.8969,0.5031,3.446,5.557,0.4371,0.6617
300,301,8,2S19-5,tr8-144,53.09,0.1162,0.1435,^ *****,0.9781,0.5795,0.0092,10.15,0.0342,0.1184,0.3338,-0.0076,0.1479,66.72,23.1,28.61,-0.007,-0.0661,^ *****,28.58,14.71,17.74,9.601,3.895,0.0303,0.1591,0.5816,1.831,14.02,1.637,-0.0315,0.7267,0.5374,0.1914,14.41,0.0058,0.5115,0.6802,0.3582,2.737,4.474,0.3932,0.6956
301,302,8,2S19-6,tr8-145,34.79,0.8845,0.0885,^ *****,1.453,0.4723,0.008,16.33,0.0495,0.0774,0.374,0.0405,0.0818,78.1,28.19,33.56,-0.0063,-0.1282,14.34,15.19,10.68,12.56,6.332,1.435,0.0195,0.1274,0.4249,2.086,15.96,2.388,-0.0435,0.4874,0.3484,0.1207,21.54,-0.0608,0.7105,0.9548,0.5085,1.934,3.199,0.2762,0.4459
302,303,8,2S19-8,tr8-146,41.85,0.3099,0.0691,^ *****,1.005,0.526,0.0079,8.338,0.033,0.0994,0.3147,-0.0162,0.096,69.51,23.93,29.64,-0.0062,-0.0538,16.04,16.9,11.09,12.85,6.627,1.793,0.0167,0.125,0.5058,1.138,8.311,1.57,-0.0325,0.7231,0.5458,0.2062,14.71,-0.0347,0.3337,0.4584,0.241,1.544,2.458,0.2608,0.5769
303,304,8,2S19-9,tr8-147,50.71,0.0733,0.1272,^ *****,1.048,0.7598,0.0099,13.16,0.0353,0.1233,0.3373,0.0069,0.1662,71.6,25.02,30.61,-0.0064,-0.0496,^ *****,23.5,16.31,19.53,10.83,2.233,0.0225,0.1289,0.5991,1.415,10.44,1.64,-0.0314,1.099,0.8614,0.3438,15.22,-0.0224,0.5075,0.6796,0.3783,2.758,4.411,0.3673,0.7047
304,305,8,2S20-2,tr8-148,^ *****,0.2178,0.136,^ *****,0.8258,0.5502,0.0087,11.05,0.0281,0.0953,0.2479,0.0373,0.137,42.84,15.52,18.12,-0.0072,-0.0652,^ *****,^ *****,22.61,29.2,12.83,2.743,0.0274,0.2278,0.477,1.204,9.521,1.275,-0.0265,0.1097,0.0675,-0.0008,12.23,0.0067,0.3592,0.4853,0.2781,2.464,4.011,0.3728,0.5331
305,306,8,2S20-3,tr8-149,51.98,0.7798,0.1501,^ *****,1.046,0.6015,0.01,8.869,0.0361,0.1159,0.3348,0.0035,0.1543,68.09,23.4,29.07,-0.0071,-0.0652,^ *****,28.29,15.54,18.96,10.07,2.667,0.0313,0.1608,0.5944,1.831,14.18,1.728,-0.0326,0.6919,0.5068,0.1795,15.36,-0.0027,0.4539,0.6094,0.3127,2.441,4.094,0.4068,0.6879
306,307,8,2S20-5,tr8-150,53.16,0.0841,0.1163,^ *****,1.083,0.6692,0.0097,7.284,0.0364,0.126,0.3413,0.0096,0.1642,71.16,24.72,30.12,-0.0069,-0.0389,^ *****,29.1,17.6,21.53,11.82,4.128,0.0267,0.1515,0.6487,1.321,10.28,1.723,-0.0322,0.7441,0.5532,0.204,15.79,-0.0016,0.3566,0.4918,0.2536,2.248,3.668,0.3884,0.6855
307,308,8,2S20-6,tr8-151,40.26,0.0757,0.0999,^ *****,0.9473,0.4941,0.008,7.178,0.0327,0.1136,0.3149,-0.0149,0.1347,64.34,22.16,27.45,-0.0064,-0.0362,19.14,20.79,15.62,19.07,9.744,3.231,0.0203,0.1406,0.5526,1.203,9.108,1.56,-0.0299,0.4309,0.3055,0.0957,13.96,-0.0058,0.3387,0.4623,0.23,1.804,3.078,0.3128,0.5791
308,309,8,2S20-8,tr8-152,44.62,0.0496,0.0814,^ *****,1.006,0.4426,0.0085,4.375,0.034,0.1274,0.3239,-0.0106,0.1086,65.97,22.93,28.22,-0.007,-0.0386,^ *****,24.22,18.14,22.52,11.71,3.047,0.0224,0.1024,0.5898,1.156,8.918,1.608,-0.0331,0.5542,0.3906,0.1288,14.68,-0.0024,0.2526,0.3586,0.1696,0.998,1.656,0.3042,0.676
309,310,8,2S20-9,tr8-153,49.94,0.0746,0.0911,^ *****,1.069,0.5075,0.0096,5.276,0.0355,0.1209,0.3272,0.001,0.1601,69.38,24.1,29.86,-0.0064,-0.0422,^ *****,23.72,17.99,21.95,11.69,1.767,0.0216,0.1141,0.6292,1.132,8.631,1.661,-0.036,0.9464,0.7069,0.2673,15.52,-0.0193,0.2902,0.4075,0.2055,2.207,3.636,0.3705,0.6783
310,311,8,2S22-1,tr8-154,34.19,0.04,0.0671,-0.0333,0.1307,0.3865,0.0071,76.53,0.0121,0.0506,0.1684,-0.0431,-0.0021,66.08,70.46,76.34,-0.0057,-0.0199,4.859,24.19,14.79,2.388,10.95,2.37,0.0192,-0.0017,0.4185,8.728,11.98,0.2557,-0.0092,0.6395,0.1027,0.2428,2.944,0.0093,1.184,2.036,0.8413,2.264,0.84,0.0847,0.3391
311,312,8,2S22-2,tr8-155,41.01,0.0644,0.1779,^ *****,0.7528,0.4862,0.0073,24.28,0.0261,0.098,0.25,-0.0342,0.1433,57.94,19.4,24.47,-0.0061,-0.0848,^ *****,23.17,13.71,16.62,8.641,2.878,0.0217,0.1435,0.5011,1.217,9.339,1.182,-0.0204,0.6304,0.4568,0.1611,10.94,-0.0002,0.6176,0.8054,0.4352,2.198,3.579,0.3022,0.5559
312,313,8,2S22-2,tr8-156,43.16,0.0567,0.1642,^ *****,0.6702,0.5396,0.0071,83,0.0277,0.0827,0.2764,-0.0422,0.1383,54.2,18.77,23.56,-0.0045,-0.0429,^ *****,29.05,15.21,18.67,10.64,2.759,0.0189,0.1811,0.44,2.279,14.81,1.203,-0.0196,0.8779,0.7393,0.2756,10.08,-0.0111,1.646,2.08,1.308,2.656,4.285,0.2983,0.4291
313,314,8,2S22-3,tr8-157,39.99,0.0572,0.168,^ *****,0.7113,0.4869,0.0077,93.13,0.0254,0.0924,0.2418,-0.0354,0.1625,55.78,18.52,23.48,-0.0045,-0.0579,^ *****,27.44,16.07,19.71,10.61,2.8,0.0202,0.1736,0.4802,1.005,7.44,1.127,-0.0184,0.4601,0.3322,0.1073,10.36,-0.0005,2.014,2.569,1.481,2.369,3.889,0.3016,0.4765
314,315,8,2S22-3,tr8-158,32.98,0.05,0.0761,-0.0322,0.149,0.35,0.0068,32.04,0.0124,0.0513,0.174,-0.0479,-0.0183,70.19,75.16,80.95,-0.0063,-0.0214,4.783,23.08,13.47,2.138,9.538,2.386,0.02,-0.0031,0.4488,9.636,13.17,0.2431,-0.0114,0.6867,0.1226,0.2762,3.275,0.003,0.53,0.9743,0.3937,2.507,0.9475,0.0854,0.4015
315,316,8,2S22-4,tr8-159,29.27,0.2259,0.1859,^ *****,0.8909,0.5436,0.0057,64.32,0.0325,0.0746,0.3146,-0.0293,0.1127,61.08,21.53,26.8,-0.0053,-0.0821,16.54,18.27,11.52,13.67,7.322,5.424,0.0208,0.1458,0.3397,4.455,30.08,1.578,-0.025,1.088,0.8958,0.3258,13.33,-0.0072,1.209,1.542,0.9128,1.495,2.424,0.2086,0.4365
316,317,8,2S22-5,tr8-160,24.02,0.1575,0.1763,^ *****,0.7682,0.571,0.0061,78.36,0.0276,0.0881,0.2519,-0.0437,0.1379,56.67,19.03,23.78,-0.0046,-0.0925,17.55,18.45,13.77,16.79,8.599,5.421,0.0203,0.1592,0.4133,1.32,10.04,1.225,-0.019,0.6314,0.4435,0.1453,11.26,0.015,2.146,2.733,1.508,1.609,2.776,0.2229,0.6547
317,318,8,2S22-5,tr8-161,38.78,0.1615,0.1958,^ *****,0.922,0.7143,0.0076,107.3,0.0342,0.0866,0.3269,-0.0168,0.1664,61.59,22.4,27.66,-0.004,-0.0763,^ *****,28.04,16.06,20.2,11.56,4.033,0.0209,0.2137,0.4491,3.157,20.51,1.588,-0.0266,3.433,3.016,1.3,13.71,-0.0224,1.968,2.494,1.571,2.472,4.002,0.2869,0.5335
318,319,8,2S22-6,tr8-162,32.57,0.1538,0.164,^ *****,0.7499,0.5042,0.0064,83,0.0274,0.0804,0.2431,-0.041,0.1246,55.92,18.63,23.47,-0.0038,-0.0654,^ *****,21.54,14.34,17.66,9.235,3.151,0.0244,0.1906,0.4425,1.159,8.629,1.216,-0.0222,0.7883,0.5681,0.1961,11.03,-0.0047,2.22,2.826,1.568,2.015,3.415,0.2565,0.5075
319,320,8,2S22-6,tr8-163,29.97,0.1259,0.0949,-0.0385,0.1914,0.5014,0.0074,83.86,0.0164,0.0458,0.1869,-0.0433,0.0083,78.34,85.77,91.22,-0.0054,-0.0211,5.096,24.96,13.3,2.086,9.496,3.33,0.0187,-0.0009,0.3965,14.84,19.99,0.2292,-0.013,0.7472,0.1335,0.2975,4.058,0.0027,0.9706,1.741,0.7142,1.96,0.7378,0.0807,0.3892
320,321,8,2S22-7,tr8-164,30.46,0.0664,0.0503,-0.043,0.147,0.312,0.007,34.58,0.0141,0.0545,0.1805,-0.0473,-0.0099,71.44,77.69,82.4,-0.0061,-0.016,4.341,22,14.72,2.258,10.4,2.285,0.0205,-0.0056,0.4509,10.63,14.25,0.2492,-0.0143,0.5909,0.0819,0.2072,3.307,0.0041,0.4474,0.8587,0.3274,2.029,0.75,0.0767,0.3815
321,322,8,2S22-8,tr8-165,22.39,0.061,0.0248,-0.0429,0.1107,0.23,0.0057,50.58,0.011,0.0463,0.1463,-0.0674,-0.0325,63.44,67.24,71.99,-0.0053,-0.01,3.17,16.05,14.78,2.23,10.48,1.91,0.0154,-0.0073,0.3823,9.356,12.42,0.1871,-0.011,0.6285,0.0866,0.2197,2.679,-0.0025,0.6215,1.133,0.4314,2.347,0.8517,0.0603,0.2828
322,323,8,2S22-9,tr8-166,30.42,0.071,0.0689,^ *****,0.6914,0.3413,0.0059,63.7,0.0245,0.0866,0.2246,-0.0448,0.1012,58.49,18.92,23.96,-0.0048,-0.0294,16.38,16.97,17.39,21.62,11.88,2.517,0.0166,0.1526,0.4129,0.9677,7.235,1.052,-0.0202,0.3915,0.2811,0.0913,10.15,-0.0223,0.9915,1.283,0.7323,2.994,4.84,0.2512,0.4068
323,324,8,2S22-9,tr8-167,14.27,0.0308,0.0101,-0.0316,0.0595,0.1265,0.0038,30.87,0.0067,0.0297,0.0959,-0.1053,-0.0128,47.38,48.02,51.25,-0.0055,-0.0093,1.829,8.836,9.856,1.352,6.101,1.148,0.0096,-0.012,0.2424,6.142,8.112,0.1216,-0.0092,0.4857,0.06,0.1626,1.684,-0.012,0.4156,0.7482,0.2742,1.338,0.4674,0.0353,0.2121
